"sample","n_individuos"
"planta_3219",0
"planta_3220",0
"planta_3221",1
"planta_3222",43
"planta_3223",0
"planta_3224",1
"planta_3225",0
"planta_3226",3
"planta_3227",1
"planta_3228",0
"planta_3229",0
"planta_3230",0
"planta_3231",0
"planta_3232",30
"planta_3233",3
"planta_3234",0
"planta_3235",0
"planta_3236",0
"planta_3237",36
"planta_3238",0
"planta_3239",0
"planta_3240",0
"planta_3241",0
"planta_3242",5
"planta_3243",0
"planta_3244",0
"planta_3245",1
"planta_3246",2
"planta_3247",0
"planta_3248",0
"planta_3249",46
"planta_3250",0
"planta_3251",0
"planta_3252",4
"planta_3253",2
"planta_3254",4
"planta_3255",0
"planta_3256",0
"planta_3257",0
"planta_3258",0
"planta_3259",0
"planta_3260",18
"planta_3261",0
"planta_3262",0
"planta_3263",3
"planta_3264",56
"planta_3265",0
"planta_3266",1
"planta_3267",0
"planta_3268",20
"planta_3269",43
"planta_3270",1
"planta_3271",0
"planta_3272",0
"planta_3273",0
"planta_3274",0
"planta_3275",6
"planta_3276",2
"planta_3277",0
"planta_3278",1
"planta_3279",4
"planta_3280",0
"planta_3281",3
"planta_3282",0
"planta_3283",0
"planta_3284",67
"planta_3285",1
"planta_3286",0
"planta_3287",0
"planta_3288",0
"planta_3289",0
"planta_3290",1
"planta_3291",0
"planta_3292",2
"planta_3293",0
"planta_3294",0
"planta_3295",0
"planta_3296",44
"planta_3297",0
"planta_3298",0
"planta_3299",6
"planta_3300",44
"planta_3301",0
"planta_3302",0
"planta_3303",2
"planta_3304",0
"planta_3305",0
"planta_3306",0
"planta_3307",0
"planta_3308",4
"planta_3309",0
"planta_3310",0
"planta_3311",2
"planta_3312",0
"planta_3313",1
"planta_3314",0
"planta_3315",0
"planta_3316",0
"planta_3317",1
"planta_3318",9
"planta_3319",1
"planta_3320",0
"planta_3321",13
"planta_3322",137
"planta_3323",0
"planta_3324",3
"planta_3325",0
"planta_3326",56
"planta_3327",0
"planta_3328",0
"planta_3329",0
"planta_3330",0
"planta_3331",11
"planta_3332",1
"planta_3333",3
"planta_3334",0
"planta_3335",0
"planta_3336",0
"planta_3337",0
"planta_3338",4
"planta_3339",0
"planta_3340",0
"planta_3341",14
"planta_3342",0
"planta_3343",0
"planta_3344",0
"planta_3345",3
"planta_3346",21
"planta_3347",0
"planta_3348",0
"planta_3349",77
"planta_3350",39
"planta_3351",0
"planta_3352",2
"planta_3353",0
"planta_3354",0
"planta_3355",0
"planta_3356",65
"planta_3357",0
"planta_3358",0
"planta_3359",0
"planta_3360",12
"planta_3361",0
"planta_3362",70
"planta_3363",25
"planta_3364",0
"planta_3365",0
"planta_3366",162
"planta_3367",7
"planta_3368",0
"planta_3369",0
"planta_3370",8
"planta_3371",0
"planta_3372",0
"planta_3373",0
"planta_3374",1
"planta_3375",0
"planta_3376",0
"planta_3377",19
"planta_3378",1
"planta_3379",1
"planta_3380",0
"planta_3381",1
"planta_3382",16
"planta_3383",0
"planta_3384",524
"planta_3385",0
"planta_3386",1
"planta_3387",2
"planta_3388",0
"planta_3389",0
"planta_3390",1
"planta_3391",36
"planta_3392",10
"planta_3393",2
"planta_3394",61
"planta_3395",0
"planta_3396",0
"planta_3397",16
"planta_3398",0
"planta_3399",2
"planta_3400",0
"planta_3401",22
"planta_3402",0
"planta_3403",0
"planta_3404",1
"planta_3405",4
"planta_3406",0
"planta_3407",0
"planta_3408",15
"planta_3409",0
"planta_3410",8
"planta_3411",0
"planta_3412",0
"planta_3413",0
"planta_3414",0
"planta_3415",0
"planta_3416",0
"planta_3417",0
"planta_3418",1
"planta_3419",11
"planta_3420",0
"planta_3421",0
"planta_3422",0
"planta_3423",0
"planta_3424",0
"planta_3425",0
"planta_3426",0
"planta_3427",50
"planta_3428",1
"planta_3429",0
"planta_3430",0
"planta_3431",0
"planta_3432",0
"planta_3433",0
"planta_3434",0
"planta_3435",0
"planta_3436",1
"planta_3437",1
"planta_3438",1
"planta_3439",0
"planta_3440",0
"planta_3441",0
"planta_3442",0
"planta_3443",0
"planta_3444",77
"planta_3445",0
"planta_3446",0
"planta_3447",88
"planta_3448",0
"planta_3449",0
"planta_3450",18
"planta_3451",1
"planta_3452",0
"planta_3453",0
"planta_3454",0
"planta_3455",3
"planta_3456",0
"planta_3457",0
"planta_3458",0
"planta_3459",0
"planta_3460",0
"planta_3461",0
"planta_3462",0
"planta_3463",0
"planta_3464",0
"planta_3465",0
"planta_3466",33
"planta_3467",4
"planta_3468",0
"planta_3469",0
"planta_3470",0
"planta_3471",0
"planta_3472",0
"planta_3473",0
"planta_3474",0
"planta_3475",0
"planta_3476",0
"planta_3477",0
"planta_3478",0
"planta_3479",0
"planta_3480",7
"planta_3481",0
"planta_3482",41
"planta_3483",0
"planta_3484",0
"planta_3485",1
"planta_3486",0
"planta_3487",19
"planta_3488",0
"planta_3489",0
"planta_3490",0
"planta_3491",0
"planta_3492",56
"planta_3493",0
"planta_3494",6
"planta_3495",0
"planta_3496",21
"planta_3497",0
"planta_3498",0
"planta_3499",0
"planta_3500",0
"planta_3501",0
"planta_3502",31
"planta_3503",10
"planta_3504",3
"planta_3505",0
"planta_3506",0
"planta_3507",0
"planta_3508",6
"planta_3509",0
"planta_3510",0
"planta_3511",0
"planta_3512",5
"planta_3513",0
"planta_3514",0
"planta_3515",0
"planta_3516",0
"planta_3517",41
"planta_3518",0
"planta_3519",123
"planta_3520",0
"planta_3521",0
"planta_3522",0
"planta_3523",0
"planta_3524",39
"planta_3525",0
"planta_3526",0
"planta_3527",0
"planta_3528",0
"planta_3529",0
"planta_3530",0
"planta_3531",0
"planta_3532",0
"planta_3533",0
"planta_3534",0
"planta_3535",3
"planta_3536",0
"planta_3537",4
"planta_3538",0
"planta_3539",1
"planta_3540",0
"planta_3541",10
"planta_3542",0
"planta_3543",0
"planta_3544",9
"planta_3545",0
"planta_3546",0
"planta_3547",0
"planta_3548",69
"planta_3549",0
"planta_3550",0
"planta_3551",0
"planta_3552",0
"planta_3553",0
"planta_3554",64
"planta_3555",0
"planta_3556",11
"planta_3557",0
"planta_3558",0
"planta_3559",0
"planta_3560",1
"planta_3561",0
"planta_3562",2
"planta_3563",0
"planta_3564",0
"planta_3565",0
"planta_3566",3
"planta_3567",0
"planta_3568",0
"planta_3569",0
"planta_3570",7
"planta_3571",1
"planta_3572",0
"planta_3573",0
"planta_3574",9
"planta_3575",0
"planta_3576",0
"planta_3577",28
"planta_3578",0
"planta_3579",0
"planta_3580",17
"planta_3581",0
"planta_3582",13
"planta_3583",0
"planta_3584",0
"planta_3585",0
"planta_3586",0
"planta_3587",20
"planta_3588",0
"planta_3589",0
"planta_3590",0
"planta_3591",0
"planta_3592",0
"planta_3593",0
"planta_3594",0
"planta_3595",3
"planta_3596",1
"planta_3597",0
"planta_3598",0
"planta_3599",159
"planta_3600",0
"planta_3601",0
"planta_3602",0
"planta_3603",31
"planta_3604",3
"planta_3605",0
"planta_3606",0
"planta_3607",0
"planta_3608",0
"planta_3609",0
"planta_3610",0
"planta_3611",0
"planta_3612",1
"planta_3613",0
"planta_3614",24
"planta_3615",7
"planta_3616",0
"planta_3617",0
"planta_3618",0
"planta_3619",0
"planta_3620",1
"planta_3621",0
"planta_3622",4
"planta_3623",0
"planta_3624",0
"planta_3625",7
"planta_3626",0
"planta_3627",0
"planta_3628",0
"planta_3629",0
"planta_3630",0
"planta_3631",0
"planta_3632",0
"planta_3633",1
"planta_3634",0
"planta_3635",0
"planta_3636",4
"planta_3637",4
"planta_3638",3
"planta_3639",48
"planta_3640",0
"planta_3641",0
"planta_3642",0
"planta_3643",0
"planta_3644",1
"planta_3645",0
"planta_3646",39
"planta_3647",0
"planta_3648",0
"planta_3649",7
"planta_3650",0
"planta_3651",0
"planta_3652",0
"planta_3653",0
"planta_3654",37
"planta_3655",30
"planta_3656",0
"planta_3657",62
"planta_3658",0
"planta_3659",0
"planta_3660",0
"planta_3661",0
"planta_3662",0
"planta_3663",0
"planta_3664",56
"planta_3665",195
"planta_3666",20
"planta_3667",0
"planta_3668",0
"planta_3669",0
"planta_3670",1
"planta_3671",0
"planta_3672",0
"planta_3673",0
"planta_3674",3
"planta_3675",0
"planta_3676",0
"planta_3677",0
"planta_3678",0
"planta_3679",0
"planta_3680",0
"planta_3681",2
"planta_3682",0
"planta_3683",0
"planta_3684",8
"planta_3685",0
"planta_3686",0
"planta_3687",0
"planta_3688",0
"planta_3689",0
"planta_3690",0
"planta_3691",6
"planta_3692",0
"planta_3693",0
"planta_3694",31
"planta_3695",19
"planta_3696",0
"planta_3697",0
"planta_3698",0
"planta_3699",0
"planta_3700",0
"planta_3701",0
"planta_3702",0
"planta_3703",0
"planta_3704",0
"planta_3705",19
"planta_3706",0
"planta_3707",2
"planta_3708",15
"planta_3709",0
"planta_3710",77
"planta_3711",0
"planta_3712",0
"planta_3713",0
"planta_3714",2
"planta_3715",5
"planta_3716",0
"planta_3717",0
"planta_3718",18
"planta_3719",16
"planta_3720",0
"planta_3721",0
"planta_3722",38
"planta_3723",0
"planta_3724",17
"planta_3725",0
"planta_3726",0
"planta_3727",0
"planta_3728",0
"planta_3729",0
"planta_3730",0
"planta_3731",0
"planta_3732",64
"planta_3733",0
"planta_3734",0
"planta_3735",8
"planta_3736",4
"planta_3737",2
"planta_3738",0
"planta_3739",0
"planta_3740",0
"planta_3741",0
"planta_3742",0
"planta_3743",0
"planta_3744",0
"planta_3745",5
"planta_3746",0
"planta_3747",9
"planta_3748",0
"planta_3749",0
"planta_3750",1
"planta_3751",0
"planta_3752",0
"planta_3753",0
"planta_3754",2
"planta_3755",0
"planta_3756",7
"planta_3757",0
"planta_3758",0
"planta_3759",0
"planta_3760",0
"planta_3761",0
"planta_3762",0
"planta_3763",9
"planta_3764",0
"planta_3765",0
"planta_3766",0
"planta_3767",3
"planta_3768",146
"planta_3769",0
"planta_3770",0
"planta_3771",0
"planta_3772",0
"planta_3773",0
"planta_3774",0
"planta_3775",0
"planta_3776",0
"planta_3777",1
"planta_3778",22
"planta_3779",0
"planta_3780",0
"planta_3781",21
"planta_3782",22
"planta_3783",8
"planta_3784",0
"planta_3785",0
"planta_3786",0
"planta_3787",0
"planta_3788",71
"planta_3789",1
"planta_3790",0
"planta_3791",1
"planta_3792",0
"planta_3793",0
"planta_3794",0
"planta_3795",83
"planta_3796",0
"planta_3797",0
"planta_3798",213
"planta_3799",0
"planta_3800",0
"planta_3801",0
"planta_3802",0
"planta_3803",0
"planta_3804",7
"planta_3805",0
"planta_3806",2
"planta_3807",3
"planta_3808",0
"planta_3809",0
"planta_3810",0
"planta_3811",0
"planta_3812",0
"planta_3813",0
"planta_3814",0
"planta_3815",0
"planta_3816",0
"planta_3817",18
"planta_3818",0
"planta_3819",0
"planta_3820",0
"planta_3821",0
"planta_3822",0
"planta_3823",0
"planta_3824",0
"planta_3825",0
"planta_3826",0
"planta_3827",4
"planta_3828",0
"planta_3829",17
"planta_3830",0
"planta_3831",0
"planta_3832",0
"planta_3833",0
"planta_3834",1
"planta_3835",0
"planta_3836",0
"planta_3837",0
"planta_3838",0
"planta_3839",0
"planta_3840",0
"planta_3841",7
"planta_3842",0
"planta_3843",0
"planta_3844",76
"planta_3845",0
"planta_3846",0
"planta_3847",0
"planta_3848",1
"planta_3849",0
"planta_3850",0
"planta_3851",0
"planta_3852",4
"planta_3853",0
"planta_3854",24
"planta_3855",0
"planta_3856",0
"planta_3857",0
"planta_3858",0
"planta_3859",10
"planta_3860",0
"planta_3861",0
"planta_3862",9
"planta_3863",5
"planta_3864",0
"planta_3865",2
"planta_3866",0
"planta_3867",0
"planta_3868",1
"planta_3869",0
"planta_3870",0
"planta_3871",72
"planta_3872",0
"planta_3873",0
"planta_3874",0
"planta_3875",0
"planta_3876",1
"planta_3877",0
"planta_3878",0
"planta_3879",0
"planta_3880",0
"planta_3881",0
"planta_3882",0
"planta_3883",0
"planta_3884",0
"planta_3885",0
"planta_3886",16
"planta_3887",3
"planta_3888",0
"planta_3889",0
"planta_3890",0
"planta_3891",74
"planta_3892",2
"planta_3893",0
"planta_3894",0
"planta_3895",0
"planta_3896",10
"planta_3897",0
"planta_3898",2
"planta_3899",9
"planta_3900",0
"planta_3901",0
"planta_3902",0
"planta_3903",69
"planta_3904",8
"planta_3905",0
"planta_3906",0
"planta_3907",0
"planta_3908",0
"planta_3909",0
"planta_3910",0
"planta_3911",0
"planta_3912",0
"planta_3913",0
"planta_3914",0
"planta_3915",3
"planta_3916",0
"planta_3917",0
"planta_3918",10
"planta_3919",0
"planta_3920",0
"planta_3921",36
"planta_3922",0
"planta_3923",27
"planta_3924",4
"planta_3925",0
"planta_3926",0
"planta_3927",0
"planta_3928",1
"planta_3929",0
"planta_3930",0
"planta_3931",0
"planta_3932",0
"planta_3933",5
"planta_3934",0
"planta_3935",0
"planta_3936",35
"planta_3937",0
"planta_3938",0
"planta_3939",2
"planta_3940",11
"planta_3941",0
"planta_3942",0
"planta_3943",0
"planta_3944",38
"planta_3945",0
"planta_3946",0
"planta_3947",0
"planta_3948",49
"planta_3949",0
"planta_3950",0
"planta_3951",1
"planta_3952",0
"planta_3953",0
"planta_3954",0
"planta_3955",0
"planta_3956",0
"planta_3957",3
"planta_3958",0
"planta_3959",6
"planta_3960",2
"planta_3961",0
"planta_3962",17
"planta_3963",0
"planta_3964",0
"planta_3965",0
"planta_3966",0
"planta_3967",5
"planta_3968",14
"planta_3969",0
"planta_3970",35
"planta_3971",0
"planta_3972",0
"planta_3973",0
"planta_3974",0
"planta_3975",0
"planta_3976",0
"planta_3977",0
"planta_3978",5
"planta_3979",0
"planta_3980",13
"planta_3981",0
"planta_3982",0
"planta_3983",0
"planta_3984",0
"planta_3985",0
"planta_3986",0
"planta_3987",0
"planta_3988",0
"planta_3989",0
"planta_3990",0
"planta_3991",1
"planta_3992",14
"planta_3993",0
"planta_3994",0
"planta_3995",0
"planta_3996",1
"planta_3997",0
"planta_3998",0
"planta_3999",0
"planta_4000",0
"planta_4001",0
"planta_4002",8
"planta_4003",0
"planta_4004",0
"planta_4005",22
"planta_4006",1
"planta_4007",11
"planta_4008",1
"planta_4009",0
"planta_4010",0
"planta_4011",3
"planta_4012",3
"planta_4013",0
"planta_4014",2
"planta_4015",0
"planta_4016",0
"planta_4017",0
"planta_4018",0
"planta_4019",1
"planta_4020",0
"planta_4021",0
"planta_4022",0
"planta_4023",1
"planta_4024",0
"planta_4025",0
"planta_4026",0
"planta_4027",8
"planta_4028",1
"planta_4029",0
"planta_4030",0
"planta_4031",0
"planta_4032",1
"planta_4033",0
"planta_4034",0
"planta_4035",0
"planta_4036",0
"planta_4037",0
"planta_4038",2
"planta_4039",60
"planta_4040",0
"planta_4041",3
"planta_4042",0
"planta_4043",1
"planta_4044",0
"planta_4045",0
"planta_4046",2
"planta_4047",0
"planta_4048",4
"planta_4049",0
"planta_4050",0
"planta_4051",18
"planta_4052",50
"planta_4053",58
"planta_4054",80
"planta_4055",0
"planta_4056",26
"planta_4057",0
"planta_4058",0
"planta_4059",35
"planta_4060",3
"planta_4061",0
"planta_4062",5
"planta_4063",0
"planta_4064",0
"planta_4065",0
"planta_4066",48
"planta_4067",54
"planta_4068",0
"planta_4069",2
"planta_4070",35
"planta_4071",1
"planta_4072",0
"planta_4073",0
"planta_4074",0
"planta_4075",1
"planta_4076",1
"planta_4077",0
"planta_4078",0
"planta_4079",0
"planta_4080",0
"planta_4081",0
"planta_4082",0
"planta_4083",0
"planta_4084",0
"planta_4085",31
"planta_4086",0
"planta_4087",0
"planta_4088",0
"planta_4089",0
"planta_4090",9
"planta_4091",0
"planta_4092",0
"planta_4093",17
"planta_4094",0
"planta_4095",0
"planta_4096",0
"planta_4097",45
"planta_4098",6
"planta_4099",23
"planta_4100",0
"planta_4101",0
"planta_4102",1
"planta_4103",10
"planta_4104",0
"planta_4105",0
"planta_4106",0
"planta_4107",10
"planta_4108",0
"planta_4109",0
"planta_4110",0
"planta_4111",0
"planta_4112",11
"planta_4113",0
"planta_4114",1
"planta_4115",0
"planta_4116",5
"planta_4117",2
"planta_4118",0
"planta_4119",0
"planta_4120",0
"planta_4121",0
"planta_4122",0
"planta_4123",0
"planta_4124",0
"planta_4125",0
"planta_4126",0
"planta_4127",0
"planta_4128",0
"planta_4129",0
"planta_4130",16
"planta_4131",4
"planta_4132",14
"planta_4133",0
"planta_4134",0
"planta_4135",0
"planta_4136",37
"planta_4137",0
"planta_4138",0
"planta_4139",0
"planta_4140",0
"planta_4141",0
"planta_4142",8
"planta_4143",3
"planta_4144",12
"planta_4145",0
"planta_4146",0
"planta_4147",0
"planta_4148",0
"planta_4149",0
"planta_4150",0
"planta_4151",0
"planta_4152",1
"planta_4153",8
"planta_4154",0
"planta_4155",0
"planta_4156",0
"planta_4157",21
"planta_4158",9
"planta_4159",1
"planta_4160",0
"planta_4161",0
"planta_4162",0
"planta_4163",5
"planta_4164",0
"planta_4165",0
"planta_4166",0
"planta_4167",8
"planta_4168",8
"planta_4169",69
"planta_4170",22
"planta_4171",1
"planta_4172",0
"planta_4173",10
"planta_4174",0
"planta_4175",0
"planta_4176",0
"planta_4177",0
"planta_4178",0
"planta_4179",0
"planta_4180",0
"planta_4181",14
"planta_4182",3
"planta_4183",0
"planta_4184",0
"planta_4185",1
"planta_4186",24
"planta_4187",0
"planta_4188",11
"planta_4189",1
"planta_4190",0
"planta_4191",0
"planta_4192",0
"planta_4193",12
"planta_4194",0
"planta_4195",10
"planta_4196",0
"planta_4197",0
"planta_4198",0
"planta_4199",54
"planta_4200",0
"planta_4201",5
"planta_4202",0
"planta_4203",0
"planta_4204",0
"planta_4205",0
"planta_4206",149
"planta_4207",0
"planta_4208",2
"planta_4209",0
"planta_4210",0
"planta_4211",0
"planta_4212",2
"planta_4213",29
"planta_4214",0
"planta_4215",0
"planta_4216",0
"planta_4217",23
"planta_4218",39
"planta_4219",0
"planta_4220",0
"planta_4221",0
"planta_4222",0
"planta_4223",0
"planta_4224",0
"planta_4225",0
"planta_4226",0
"planta_4227",2
"planta_4228",0
"planta_4229",0
"planta_4230",25
"planta_4231",0
"planta_4232",4
"planta_4233",22
"planta_4234",15
"planta_4235",0
"planta_4236",7
"planta_4237",6
"planta_4238",8
"planta_4239",0
"planta_4240",0
"planta_4241",12
"planta_4242",0
"planta_4243",30
"planta_4244",0
"planta_4245",0
"planta_4246",0
"planta_4247",0
"planta_4248",0
"planta_4249",0
"planta_4250",0
"planta_4251",0
"planta_4252",0
"planta_4253",51
"planta_4254",11
"planta_4255",7
"planta_4256",0
"planta_4257",0
"planta_4258",113
"planta_4259",1
"planta_4260",0
"planta_4261",0
"planta_4262",0
"planta_4263",0
"planta_4264",0
"planta_4265",0
"planta_4266",0
"planta_4267",0
"planta_4268",0
"planta_4269",3
"planta_4270",12
"planta_4271",6
"planta_4272",1
"planta_4273",0
"planta_4274",0
"planta_4275",0
"planta_4276",0
"planta_4277",0
"planta_4278",0
"planta_4279",0
"planta_4280",0
"planta_4281",1
"planta_4282",56
"planta_4283",0
"planta_4284",0
"planta_4285",96
"planta_4286",0
"planta_4287",0
"planta_4288",72
"planta_4289",0
"planta_4290",0
"planta_4291",0
"planta_4292",0
"planta_4293",17
"planta_4294",0
"planta_4295",0
"planta_4296",33
"planta_4297",37
"planta_4298",2
"planta_4299",2
"planta_4300",4
"planta_4301",41
"planta_4302",0
"planta_4303",0
"planta_4304",10
"planta_4305",26
"planta_4306",0
"planta_4307",0
"planta_4308",23
"planta_4309",4
"planta_4310",0
"planta_4311",5
"planta_4312",0
"planta_4313",347
"planta_4314",0
"planta_4315",36
"planta_4316",0
"planta_4317",54
"planta_4318",0
"planta_4319",1
"planta_4320",0
"planta_4321",7
"planta_4322",0
"planta_4323",0
"planta_4324",0
"planta_4325",7
"planta_4326",0
"planta_4327",162
"planta_4328",0
"planta_4329",12
"planta_4330",149
"planta_4331",0
"planta_4332",0
"planta_4333",0
"planta_4334",2
"planta_4335",8
"planta_4336",40
"planta_4337",0
"planta_4338",0
"planta_4339",3
"planta_4340",0
"planta_4341",1
"planta_4342",0
"planta_4343",0
"planta_4344",5
"planta_4345",1
"planta_4346",0
"planta_4347",0
"planta_4348",0
"planta_4349",0
"planta_4350",0
"planta_4351",0
"planta_4352",0
"planta_4353",0
"planta_4354",0
"planta_4355",0
"planta_4356",0
"planta_4357",34
"planta_4358",15
"planta_4359",0
"planta_4360",0
"planta_4361",0
"planta_4362",0
"planta_4363",0
"planta_4364",0
"planta_4365",0
"planta_4366",9
"planta_4367",0
"planta_4368",0
"planta_4369",0
"planta_4370",6
"planta_4371",7
"planta_4372",0
"planta_4373",11
"planta_4374",0
"planta_4375",0
"planta_4376",12
"planta_4377",0
"planta_4378",19
"planta_4379",0
"planta_4380",0
"planta_4381",7
"planta_4382",0
"planta_4383",15
"planta_4384",0
"planta_4385",0
"planta_4386",0
"planta_4387",0
"planta_4388",0
"planta_4389",0
"planta_4390",25
"planta_4391",7
"planta_4392",1
"planta_4393",0
"planta_4394",0
"planta_4395",36
"planta_4396",0
"planta_4397",0
"planta_4398",0
"planta_4399",5
"planta_4400",0
"planta_4401",2
"planta_4402",1
"planta_4403",0
"planta_4404",1
"planta_4405",2
"planta_4406",0
"planta_4407",0
"planta_4408",0
"planta_4409",0
"planta_4410",1
"planta_4411",0
"planta_4412",0
"planta_4413",0
"planta_4414",0
"planta_4415",0
"planta_4416",0
"planta_4417",0
"planta_4418",0
"planta_4419",0
"planta_4420",18
"planta_4421",7
"planta_4422",1
"planta_4423",4
"planta_4424",0
"planta_4425",31
"planta_4426",0
"planta_4427",0
"planta_4428",0
"planta_4429",0
"planta_4430",0
"planta_4431",5
"planta_4432",16
"planta_4433",0
"planta_4434",0
"planta_4435",0
"planta_4436",0
"planta_4437",0
"planta_4438",32
"planta_4439",0
"planta_4440",0
"planta_4441",1
"planta_4442",0
"planta_4443",0
"planta_4444",0
"planta_4445",13
"planta_4446",12
"planta_4447",0
"planta_4448",4
"planta_4449",12
"planta_4450",0
"planta_4451",0
"planta_4452",0
"planta_4453",4
"planta_4454",0
"planta_4455",0
"planta_4456",95
"planta_4457",7
"planta_4458",2
"planta_4459",0
"planta_4460",43
"planta_4461",0
"planta_4462",0
"planta_4463",66
"planta_4464",0
"planta_4465",0
"planta_4466",38
"planta_4467",2
"planta_4468",0
"planta_4469",0
"planta_4470",7
"planta_4471",9
"planta_4472",2
"planta_4473",0
"planta_4474",2
"planta_4475",0
"planta_4476",61
"planta_4477",11
"planta_4478",0
"planta_4479",25
"planta_4480",0
"planta_4481",47
"planta_4482",0
"planta_4483",0
"planta_4484",0
"planta_4485",0
"planta_4486",72
"planta_4487",0
"planta_4488",0
"planta_4489",36
"planta_4490",0
"planta_4491",0
"planta_4492",0
"planta_4493",0
"planta_4494",0
"planta_4495",0
"planta_4496",0
"planta_4497",31
"planta_4498",99
"planta_4499",0
"planta_4500",0
"planta_4501",4
"planta_4502",53
"planta_4503",0
"planta_4504",0
"planta_4505",0
"planta_4506",0
"planta_4507",0
"planta_4508",0
"planta_4509",0
"planta_4510",0
"planta_4511",7
"planta_4512",0
"planta_4513",0
"planta_4514",0
"planta_4515",0
"planta_4516",0
"planta_4517",0
"planta_4518",0
"planta_4519",0
"planta_4520",0
"planta_4521",42
"planta_4522",1
"planta_4523",0
"planta_4524",0
"planta_4525",3
"planta_4526",5
"planta_4527",0
"planta_4528",0
"planta_4529",0
"planta_4530",1
"planta_4531",0
"planta_4532",14
"planta_4533",0
"planta_4534",0
"planta_4535",0
"planta_4536",4
"planta_4537",0
"planta_4538",0
"planta_4539",0
"planta_4540",35
"planta_4541",8
"planta_4542",36
"planta_4543",45
"planta_4544",0
"planta_4545",0
"planta_4546",63
"planta_4547",0
"planta_4548",3
"planta_4549",0
"planta_4550",0
"planta_4551",0
"planta_4552",51
"planta_4553",0
"planta_4554",13
"planta_4555",0
"planta_4556",4
"planta_4557",24
"planta_4558",0
"planta_4559",0
"planta_4560",0
"planta_4561",0
"planta_4562",2
"planta_4563",0
"planta_4564",0
"planta_4565",4
"planta_4566",0
"planta_4567",50
"planta_4568",0
"planta_4569",0
"planta_4570",0
"planta_4571",0
"planta_4572",39
"planta_4573",41
"planta_4574",0
"planta_4575",92
"planta_4576",0
"planta_4577",23
"planta_4578",21
"planta_4579",0
"planta_4580",0
"planta_4581",93
"planta_4582",0
"planta_4583",0
"planta_4584",24
"planta_4585",93
"planta_4586",0
"planta_4587",0
"planta_4588",0
"planta_4589",0
"planta_4590",0
"planta_4591",0
"planta_4592",0
"planta_4593",0
"planta_4594",0
"planta_4595",19
"planta_4596",8
"planta_4597",0
"planta_4598",0
"planta_4599",0
"planta_4600",0
"planta_4601",0
"planta_4602",4
"planta_4603",0
"planta_4604",0
"planta_4605",0
"planta_4606",0
"planta_4607",20
"planta_4608",0
"planta_4609",0
"planta_4610",1
"planta_4611",0
"planta_4612",0
"planta_4613",0
"planta_4614",0
"planta_4615",11
"planta_4616",0
"planta_4617",3
"planta_4618",7
"planta_4619",0
"planta_4620",0
"planta_4621",0
"planta_4622",11
"planta_4623",80
"planta_4624",0
"planta_4625",0
"planta_4626",1
"planta_4627",0
"planta_4628",0
"planta_4629",0
"planta_4630",0
"planta_4631",100
"planta_4632",6
"planta_4633",0
"planta_4634",0
"planta_4635",0
"planta_4636",34
"planta_4637",2
"planta_4638",0
"planta_4639",0
"planta_4640",0
"planta_4641",0
"planta_4642",0
"planta_4643",0
"planta_4644",0
"planta_4645",0
"planta_4646",15
"planta_4647",5
"planta_4648",0
"planta_4649",39
"planta_4650",1
"planta_4651",0
"planta_4652",51
"planta_4653",0
"planta_4654",0
"planta_4655",0
"planta_4656",0
"planta_4657",0
"planta_4658",7
"planta_4659",0
"planta_4660",0
"planta_4661",0
"planta_4662",0
"planta_4663",0
"planta_4664",7
"planta_4665",59
"planta_4666",0
"planta_4667",0
"planta_4668",27
"planta_4669",0
"planta_4670",0
"planta_4671",0
"planta_4672",75
"planta_4673",0
"planta_4674",0
"planta_4675",1
"planta_4676",0
"planta_4677",0
"planta_4678",0
"planta_4679",0
"planta_4680",0
"planta_4681",0
"planta_4682",11
"planta_4683",1
"planta_4684",0
"planta_4685",4
"planta_4686",40
"planta_4687",0
"planta_4688",0
"planta_4689",0
"planta_4690",0
"planta_4691",7
"planta_4692",0
"planta_4693",0
"planta_4694",10
"planta_4695",0
"planta_4696",47
"planta_4697",0
"planta_4698",6
"planta_4699",0
"planta_4700",5
"planta_4701",39
"planta_4702",2
"planta_4703",0
"planta_4704",16
"planta_4705",0
"planta_4706",5
"planta_4707",0
"planta_4708",0
"planta_4709",8
"planta_4710",0
"planta_4711",0
"planta_4712",2
"planta_4713",0
"planta_4714",1
"planta_4715",0
"planta_4716",1
"planta_4717",1
"planta_4718",0
"planta_4719",0
"planta_4720",0
"planta_4721",0
"planta_4722",0
"planta_4723",3
"planta_4724",0
"planta_4725",0
"planta_4726",0
"planta_4727",0
"planta_4728",0
"planta_4729",3
"planta_4730",0
"planta_4731",0
"planta_4732",1
"planta_4733",0
"planta_4734",0
"planta_4735",0
"planta_4736",17
"planta_4737",0
"planta_4738",5
"planta_4739",0
"planta_4740",0
"planta_4741",0
"planta_4742",0
"planta_4743",17
"planta_4744",22
"planta_4745",0
"planta_4746",0
"planta_4747",0
"planta_4748",11
"planta_4749",0
"planta_4750",0
"planta_4751",31
"planta_4752",1
"planta_4753",0
"planta_4754",1
"planta_4755",0
"planta_4756",0
"planta_4757",153
"planta_4758",0
"planta_4759",0
"planta_4760",2
"planta_4761",0
"planta_4762",0
"planta_4763",0
"planta_4764",0
"planta_4765",0
"planta_4766",0
"planta_4767",0
"planta_4768",0
"planta_4769",53
"planta_4770",1
"planta_4771",0
"planta_4772",90
